ID_INGREDIENT;ID_COCKTAIL;Quantite;Ordre
47;304;3;2
132;304;8;1
57;305;2;5
571;741;3;4
661;305;6;3
76;877;3;2
39;305;2;2
133;305;2;1
133;727;3;3
76;1329;6;1
16;306;1;4
123;873;3;2
27;717;5;5
20;306;1;3
81;306;3;2
104;306;3;1
83;307;4;3
102;307;4;2
105;307;4;1
82;308;5;2
83;308;5;1
152;309;1;5
16;309;1;4
64;309;4;3
18;309;8;2
185;309;8;1
275;310;4;3
86;310;3;2
132;310;4;1
83;311;4;3
13;311;4;2
105;311;4;1
180;312;20;5
177;312;10;4
123;312;2;3
76;312;8;2
136;312;2;1
44;928;2;1
125;313;1;8
133;313;2;7
162;313;1;6
76;741;3;3
38;313;1;5
39;313;4;4
136;313;2;3
76;313;5;2
21;313;1;1
64;314;3;4
413;314;6;3
39;314;2;2
23;315;25;7
275;708;4;1
21;314;1;1
39;315;4;6
43;274;2;1
64;315;2;5
413;315;6;4
64;1135;15;1
137;315;2;3
136;315;2;2
21;315;1;1
448;710;1;7
168;316;20;5
64;316;3;4
275;316;4;3
225;316;4;2
271;316;4;1
98;317;2;4
168;317;25;3
275;317;1;2
39;318;2;4
438;1370;1;8
154;709;1;6
169;318;8;3
82;318;3;2
237;911;1;4
82;319;10;3
152;319;1;2
275;319;4;1
152;322;1;6
146;766;1;4
64;320;3;3
275;320;4;2
15;320;8;1
177;321;33;5
76;321;6;4
110;321;3;3
123;321;2;2
43;321;2;1
171;322;5;5
12;530;4;4
76;322;8;4
133;322;3;3
39;322;2;2
651;1080;1;9
43;322;2;1
154;1347;1;5
152;819;1;7
171;819;2;6
275;819;3;5
110;819;2;4
23;1080;10;8
39;325;2;4
55;325;2;3
82;325;2;2
405;1300;1;7
380;325;6;1
834;326;7;3
275;326;4;2
21;800;1;1
64;326;2;1
895;327;1;6
438;262;1;8
171;327;5;5
7;1331;1;7
438;908;1;7
651;262;1;7
416;877;3;5
23;328;25;3
123;328;4;2
60;328;2;1
895;329;1;8
181;329;10;7
308;329;10;6
133;329;4;5
132;329;3;4
109;329;2;3
1;329;2;2
39;330;2;5
651;1078;1;6
101;330;2;4
131;877;2;4
133;330;3;3
76;330;5;2
21;330;1;1
152;331;1;5
64;331;2;4
27;331;5;3
122;747;20;3
275;331;4;2
21;331;1;1
130;747;40;2
64;332;4;4
39;332;2;3
27;1080;3;6
15;332;5;2
132;332;5;1
895;333;1;8
110;333;2;7
308;333;10;6
175;333;10;5
1;333;2;4
76;333;3;3
169;873;13;4
27;333;3;2
895;334;1;7
110;334;2;6
308;334;10;5
171;334;10;4
23;209;25;5
1;334;3;3
27;334;5;2
11;335;1;3
105;335;3;2
76;335;5;1
895;336;1;8
308;336;10;7
171;336;10;6
661;909;5;2
139;336;2;5
109;336;3;4
97;336;2;3
27;336;2;2
878;337;1;3
27;819;6;3
43;819;2;2
275;337;4;2
28;337;10;1
32;338;4;3
162;338;20;2
168;338;10;1
67;81;2;1
168;1322;20;5
172;339;5;6
460;339;1;5
275;339;4;4
219;339;2;3
61;339;2;2
175;340;25;4
172;340;25;3
171;341;5;6
460;341;1;5
39;341;2;4
219;341;2;3
592;342;1;2
235;1140;2;1
219;342;2;1
470;1323;2;4
275;1323;3;3
175;343;25;3
462;343;1;2
219;343;4;1
16;391;1;5
169;344;5;4
461;344;1;3
33;344;2;2
219;344;2;1
154;345;1;4
275;345;3;3
133;345;2;2
661;345;4;1
166;346;50;3
40;346;2;2
55;346;2;1
44;1344;2;1
62;1363;2;1
387;495;1;7
448;496;1;6
387;497;1;7
98;738;2;6
411;738;1;5
18;738;3;4
76;738;3;3
47;829;2;1
308;348;20;5
67;348;2;4
109;348;3;3
1;348;3;2
105;1085;2;5
27;348;6;1
460;349;1;5
25;349;2;4
39;349;2;3
53;349;2;2
61;349;2;1
91;1372;4;5
308;1372;20;4
36;1372;3;3
129;1372;2;2
237;1373;1;5
64;1373;2;4
76;1264;10;1
53;351;2;4
39;351;2;3
106;1082;3;1
61;351;2;2
21;351;1;1
448;490;1;5
76;648;4;4
139;648;2;3
646;648;3;2
48;648;2;1
133;1151;4;2
64;476;10;2
39;353;2;3
110;1080;2;3
102;1274;2;1
64;353;4;2
27;353;10;1
171;354;10;5
275;1075;3;3
39;354;4;4
43;354;2;3
110;354;2;2
27;354;8;1
64;355;3;4
25;355;2;3
39;355;2;2
68;1003;2;2
47;1003;3;1
27;355;6;1
76;929;2;2
365;356;10;3
275;929;4;1
132;1143;4;2
27;356;4;2
275;356;2;1
275;909;3;1
133;1515;2;2
55;1515;2;1
60;980;2;1
169;1514;20;2
180;1514;30;1
237;358;1;5
27;358;4;4
39;358;2;3
25;358;2;2
136;873;2;1
46;358;2;1
134;359;2;8
23;359;15;7
17;359;1;6
102;359;2;5
27;359;2;4
84;359;2;3
133;359;2;2
30;359;1;1
23;360;25;4
100;360;2;3
76;360;3;2
55;360;2;1
23;361;25;3
133;361;2;2
130;361;2;1
23;362;25;5
275;362;3;4
646;362;2;3
133;362;6;2
68;362;2;1
23;363;25;4
53;363;1;3
123;363;2;2
102;363;3;1
76;364;5;4
64;364;2;3
2;364;1;2
646;364;2;1
23;364;25;5
23;365;25;5
110;365;2;4
76;365;3;3
55;365;1;2
23;366;25;4
176;366;2;3
96;366;2;2
49;366;2;1
23;367;15;7
23;740;12;8
665;367;1;6
84;367;4;5
133;367;2;4
97;367;2;3
121;367;2;2
171;368;3;9
23;368;15;8
17;368;1;7
76;368;4;6
27;368;3;5
110;368;2;4
275;368;4;3
43;368;3;2
152;620;1;7
150;149;1;5
23;369;25;5
275;369;3;4
96;369;2;3
23;370;25;4
130;370;2;3
27;370;2;2
55;370;2;1
23;371;25;5
27;371;2;4
76;371;2;3
62;371;1;2
67;371;1;1
171;372;5;8
23;372;15;7
159;372;1;6
118;372;2;5
133;372;2;4
84;372;2;3
132;372;2;2
38;372;2;1
27;373;6;5
139;373;3;4
275;623;4;7
651;1075;1;10
275;373;4;3
35;373;2;2
23;374;300;9
17;374;10;8
27;374;15;7
76;374;15;6
132;374;15;5
109;374;5;4
130;374;5;3
152;730;1;5
64;730;3;4
171;1075;3;9
23;375;300;8
17;375;10;7
132;375;15;6
76;375;15;5
82;375;15;4
154;731;1;7
130;375;10;3
23;376;25;3
133;376;3;2
438;948;1;8
39;730;3;3
21;730;1;2
23;377;300;7
17;377;10;6
35;377;10;5
130;377;10;4
76;377;10;3
448;703;1;7
133;731;3;6
76;731;4;5
23;378;225;7
154;378;9;6
76;378;10;5
139;378;10;4
132;378;10;3
646;379;4;6
23;379;15;5
154;379;1;4
76;379;3;3
133;379;3;2
2;379;2;1
23;380;25;2
130;380;6;1
136;381;2;6
23;381;15;5
17;381;1;4
84;381;3;3
82;381;3;2
44;381;2;1
23;382;25;3
82;382;2;2
110;382;2;1
23;383;25;7
98;383;2;6
166;383;5;5
103;383;3;4
275;383;4;3
12;1078;2;5
109;383;3;2
47;383;2;1
23;384;25;4
168;384;10;3
438;1077;1;7
64;384;4;2
18;384;8;1
98;385;2;6
17;385;1;5
132;385;2;4
76;385;5;3
84;385;3;2
68;385;2;1
177;386;15;5
166;386;15;4
76;386;10;3
97;386;2;2
43;386;2;1
17;387;1;7
76;387;5;6
84;387;3;5
102;387;1;4
82;387;1;3
96;387;1;2
108;387;2;1
859;388;1;4
76;388;8;3
82;388;2;2
68;388;2;1
459;389;15;6
166;389;15;5
13;389;2;4
18;389;2;3
76;389;6;2
103;389;2;1
167;390;15;6
171;390;10;5
76;390;6;4
84;390;2;3
133;390;2;2
44;390;2;1
140;391;1;4
76;391;4;3
109;391;4;2
105;391;2;1
166;392;15;7
167;392;10;6
109;392;2;5
102;392;2;4
130;392;2;3
133;392;2;2
76;392;4;1
167;393;15;6
181;393;15;5
861;1068;1;8
39;393;2;4
76;393;8;3
82;393;2;2
102;393;1;1
17;394;1;7
39;394;2;6
84;394;2;5
133;394;4;4
76;394;3;3
108;394;1;2
47;394;2;1
16;395;1;4
20;395;1;3
76;395;7;2
105;395;3;1
16;396;1;7
140;396;1;6
106;396;2;5
83;396;2;4
76;396;2;3
133;396;3;2
105;396;1;1
275;397;4;3
76;863;5;3
646;1268;2;1
64;397;4;2
76;397;12;1
83;1147;3;3
176;398;10;7
175;398;20;6
86;398;3;5
1;398;3;4
76;398;2;3
18;398;2;2
56;398;2;1
619;399;11;4
39;399;4;3
46;399;2;2
461;1077;1;4
133;1077;3;3
76;399;8;1
68;400;2;4
175;400;20;3
122;400;4;2
76;400;8;1
154;401;1;7
44;401;1;6
39;401;2;5
130;401;4;4
43;1080;2;2
136;401;2;3
76;401;4;2
21;401;1;1
102;402;2;6
136;402;2;5
76;402;2;4
171;402;20;3
131;402;2;2
68;402;2;1
134;403;2;5
17;403;1;4
76;403;4;3
133;403;4;2
133;868;4;1
136;403;2;1
17;404;1;5
115;404;4;4
18;404;2;3
76;404;6;2
68;404;2;1
103;405;2;4
166;405;33;3
113;405;4;2
76;405;8;1
146;406;1;4
21;1080;1;1
39;406;2;3
76;406;8;2
116;406;2;1
23;407;15;6
17;407;1;5
76;407;5;4
133;407;3;3
110;407;2;2
68;407;2;1
167;408;25;4
101;408;2;3
76;408;8;2
21;1506;1;1
102;408;2;1
21;906;1;1
166;409;15;6
177;409;15;5
101;409;2;4
76;409;8;3
82;409;2;2
874;409;3;1
878;410;1;3
28;410;5;2
27;410;5;1
181;411;33;4
130;411;2;3
1;411;3;2
27;411;6;1
156;412;1;8
39;412;2;7
64;412;2;6
46;412;2;5
133;412;3;4
438;1080;1;10
28;412;3;3
76;412;4;2
21;412;1;1
91;413;2;6
167;1079;10;8
177;413;15;5
166;413;15;4
177;452;33;5
27;413;8;3
181;414;15;6
180;414;15;5
39;414;4;4
438;1075;1;11
101;414;2;3
86;414;2;2
27;414;4;1
446;415;1;8
651;415;1;7
20;960;1;6
20;415;1;6
47;415;1;5
130;415;2;4
662;416;1;5
27;416;8;4
175;1079;10;7
118;416;2;3
39;416;2;2
171;417;20;5
39;417;2;4
96;1079;2;6
18;753;20;2
27;417;8;3
101;417;2;2
44;417;2;1
171;1300;20;6
878;418;1;5
271;418;4;4
134;418;2;3
772;840;1;3
27;418;2;2
669;418;2;1
448;263;1;7
176;419;25;5
23;1075;5;8
39;419;4;4
15;419;4;3
115;419;3;2
67;419;2;1
175;420;10;7
166;420;20;6
27;420;4;5
113;420;2;4
67;420;2;3
109;420;2;2
861;421;1;4
86;421;2;3
27;421;6;2
43;421;2;1
237;422;1;7
39;422;2;6
139;1079;2;5
28;422;3;5
131;1300;2;4
27;422;3;4
646;422;3;3
67;422;2;2
21;422;1;1
91;423;2;6
177;423;5;5
275;423;3;4
834;423;4;3
82;423;2;2
275;424;3;5
101;424;2;4
119;424;2;3
593;424;5;2
177;425;20;5
171;425;10;4
13;425;2;3
868;856;1;4
380;425;5;2
49;425;2;1
161;426;10;5
237;426;1;4
137;1079;2;4
39;426;2;3
133;426;2;2
154;909;1;3
365;823;5;5
21;426;1;1
415;870;6;3
56;427;2;5
181;427;33;4
15;1079;3;3
39;427;4;3
130;427;2;2
154;1378;1;5
27;427;8;1
181;428;15;6
275;428;4;5
67;428;2;4
133;428;3;3
181;429;15;4
102;429;3;3
27;429;5;2
28;429;3;1
176;430;33;4
133;430;4;3
119;543;2;6
28;430;6;2
60;430;2;1
166;431;25;5
1;1079;3;2
39;431;2;4
32;431;2;3
101;431;2;2
91;1373;4;6
27;431;8;1
181;432;25;4
130;432;3;3
133;432;2;2
27;432;5;1
30;433;2;4
166;433;33;3
15;433;4;2
27;433;4;1
121;434;2;5
166;434;20;4
175;434;10;3
109;1076;3;5
132;434;6;2
35;434;2;1
98;435;3;6
168;435;15;5
110;1079;3;1
39;435;2;4
64;435;2;3
76;435;4;2
132;435;4;1
166;436;33;5
132;436;4;4
102;436;2;3
109;436;2;2
111;436;2;1
308;437;20;7
109;437;2;6
1;437;4;5
133;437;2;4
102;437;2;3
132;437;3;2
67;437;2;1
134;438;2;5
17;438;1;4
132;438;4;3
133;438;3;2
60;438;2;1
98;439;2;8
154;439;1;7
132;439;2;6
96;439;2;5
131;439;2;4
139;439;2;3
133;439;2;2
38;439;2;1
181;440;20;6
18;840;5;1
130;440;3;5
122;440;2;4
132;440;2;3
76;440;2;2
67;440;2;1
116;441;2;5
76;868;8;3
76;441;2;4
132;441;3;3
102;441;3;2
67;441;2;1
134;442;2;5
154;442;1;4
132;442;4;3
116;442;2;2
30;442;2;1
459;443;25;5
275;443;3;4
132;443;2;3
122;443;2;2
483;443;4;1
98;863;5;2
16;444;1;4
18;444;8;3
25;746;50;1
47;444;3;2
185;444;8;1
166;445;33;4
76;445;5;3
18;445;7;2
44;445;2;1
166;446;10;6
76;446;3;5
103;1078;2;1
18;446;7;4
275;446;4;3
101;446;1;2
68;446;2;1
177;447;10;6
152;447;1;5
18;447;6;4
86;447;2;3
111;447;3;2
44;447;2;1
108;448;2;7
166;448;25;6
275;448;4;5
18;448;4;4
129;448;2;3
133;448;2;2
47;448;2;1
98;449;2;4
166;449;33;3
13;449;3;2
18;449;7;1
76;1378;3;2
152;450;1;3
143;477;1;2
275;450;3;2
18;450;7;1
237;451;1;5
18;451;4;4
106;451;2;3
129;451;2;2
55;451;2;1
18;452;7;4
275;452;4;3
110;452;3;2
55;486;2;1
43;452;2;1
57;453;2;1
177;453;33;4
18;453;8;3
154;454;1;6
2;454;3;5
122;454;3;4
118;454;3;3
275;454;4;2
48;454;2;1
891;455;1;6
159;455;1;5
139;455;2;4
76;455;2;3
137;455;2;2
136;455;2;1
98;456;2;7
23;456;25;6
17;456;1;5
110;456;2;4
76;456;4;3
82;456;2;2
67;456;2;1
98;457;2;6
168;457;15;5
177;457;30;4
110;457;3;3
438;1076;1;8
132;457;4;2
55;457;2;1
136;458;2;7
110;458;2;6
181;458;33;5
130;458;3;4
102;458;2;3
132;458;3;2
55;458;2;1
176;459;10;6
178;459;10;5
102;459;2;4
269;459;2;3
132;459;3;2
416;459;3;1
448;642;1;7
166;460;20;7
97;460;2;6
27;460;4;5
109;460;2;4
13;460;2;3
105;460;1;2
216;460;2;1
438;461;1;8
651;461;1;7
171;461;2;6
23;461;25;5
76;461;2;4
133;461;2;3
47;462;2;5
110;462;2;4
166;462;33;3
1;462;3;2
271;462;5;1
177;777;7;5
275;1318;20;4
97;551;2;2
154;463;1;7
106;464;1;5
13;464;2;4
109;464;2;3
133;464;3;2
225;464;3;1
177;465;20;6
39;465;4;5
592;1080;1;7
271;465;4;4
86;465;3;3
225;465;2;2
132;878;4;1
546;466;1;5
160;466;35;4
64;466;4;3
139;466;3;2
76;466;5;1
233;467;1;3
23;467;15;2
131;467;2;1
896;468;1;5
53;468;3;4
39;468;4;3
413;468;8;2
461;1075;1;7
67;1565;2;3
448;485;1;6
651;1454;1;8
82;469;2;5
27;469;2;4
76;469;2;3
18;469;2;2
132;469;2;1
868;470;1;6
233;470;1;5
275;470;4;4
133;470;3;3
547;471;1;5
160;471;35;4
133;1075;2;6
39;471;4;3
137;471;3;2
158;1269;1;4
27;471;4;1
405;472;1;6
160;472;35;5
108;472;2;4
68;472;2;3
109;472;2;2
84;472;3;1
7;473;1;4
275;473;4;3
132;473;4;2
82;473;2;1
168;474;5;6
39;474;4;5
27;1075;3;4
64;474;2;4
271;474;4;3
133;474;3;2
405;475;1;6
160;475;35;5
136;475;2;4
131;475;2;3
84;475;2;2
76;475;2;1
387;476;1;6
448;476;1;5
16;476;1;4
11;476;2;3
387;477;1;5
448;477;1;4
16;477;1;3
387;478;1;10
109;478;2;9
46;478;2;8
49;478;2;7
387;479;1;7
133;478;4;6
15;478;2;5
27;478;2;4
76;478;6;3
18;478;2;2
448;479;1;6
16;479;1;5
11;479;1;4
36;479;2;3
637;479;4;2
483;479;4;1
18;1264;10;2
387;480;1;6
64;480;2;5
39;480;4;4
113;480;4;3
115;480;4;2
387;481;1;7
122;481;2;6
64;481;2;5
39;481;2;4
116;481;4;3
84;481;6;2
448;482;1;7
16;482;1;6
11;482;1;5
83;482;3;4
105;482;2;3
91;482;3;2
387;483;1;4
16;483;1;3
11;483;1;2
226;483;10;1
387;488;1;6
102;484;2;6
132;484;3;5
136;484;2;4
137;484;2;3
76;484;3;2
35;484;3;1
16;485;1;5
11;485;1;4
64;485;2;3
225;485;5;2
106;485;5;1
448;486;1;7
16;486;1;6
11;486;1;5
132;486;3;4
133;486;3;3
15;486;3;2
16;487;1;4
11;487;1;3
64;487;3;2
13;487;12;1
448;488;1;5
64;853;4;3
16;488;1;4
11;488;1;3
266;488;8;2
64;488;2;1
16;489;1;6
752;489;1;5
67;489;3;4
76;489;4;3
102;489;2;2
132;489;3;1
40;818;2;1
16;490;1;4
11;490;2;3
64;490;3;2
234;490;6;1
448;491;1;7
16;491;1;6
11;491;2;5
133;491;2;4
448;493;1;6
380;1372;4;1
15;491;2;3
105;491;2;2
16;492;1;4
11;492;2;3
64;492;3;2
133;492;6;1
140;493;2;5
16;493;1;4
64;493;4;3
105;493;2;2
132;493;6;1
16;494;1;5
11;494;1;4
64;494;4;3
76;494;4;2
62;350;2;1
448;495;1;6
16;495;1;5
11;495;2;4
64;495;4;3
27;495;6;2
101;495;2;1
16;496;1;5
11;496;2;4
64;496;4;3
133;496;3;2
76;496;7;1
16;497;1;5
11;497;2;4
64;497;5;3
84;497;5;2
83;497;5;1
13;498;8;4
106;498;3;3
82;498;3;2
55;498;3;1
387;498;1;10
16;498;1;9
11;498;1;8
83;498;2;7
84;498;8;6
177;499;33;4
84;499;8;3
118;499;2;2
67;499;2;1
57;500;2;4
459;500;25;3
76;500;8;2
125;500;2;1
154;501;1;5
27;501;4;4
136;501;5;3
275;501;4;2
47;501;2;1
166;502;10;5
167;502;20;4
28;502;4;3
102;502;5;2
55;502;3;1
167;503;15;5
177;503;15;4
132;503;5;3
118;503;2;2
100;503;2;1
171;504;5;5
154;504;1;4
84;504;8;3
116;504;2;2
43;504;2;1
891;505;1;4
860;505;1;3
133;505;5;2
103;505;5;1
448;506;1;6
16;506;1;5
140;506;1;4
139;906;2;5
133;506;3;3
98;507;3;4
152;853;1;5
237;507;1;3
76;507;3;2
132;507;3;1
180;508;15;8
171;508;10;7
137;508;2;6
39;508;4;5
96;508;2;4
101;508;2;3
132;508;3;2
44;508;2;1
16;520;1;7
448;509;1;8
16;509;1;7
140;509;1;6
226;509;2;5
13;509;3;4
105;509;2;3
133;509;2;2
156;510;1;4
82;510;5;3
137;510;5;2
57;510;2;1
171;511;15;7
178;511;15;6
84;511;3;5
651;916;1;7
76;511;3;4
101;511;2;3
102;511;2;2
57;511;2;1
181;512;33;3
76;512;8;2
97;512;3;1
669;764;30;1
27;1479;3;4
166;513;33;5
102;513;2;4
1;513;3;3
82;513;5;2
67;513;2;1
154;514;1;5
76;514;4;4
133;514;4;3
125;514;2;2
48;514;2;1
156;515;1;5
137;515;3;4
115;515;3;3
132;515;3;2
48;515;2;1
134;516;2;8
23;516;15;7
158;516;1;6
171;516;5;5
133;516;2;4
84;516;2;3
97;516;2;2
121;516;2;1
171;517;5;9
23;517;15;8
860;517;1;7
139;517;2;6
84;517;3;5
132;517;2;4
110;517;2;3
100;517;3;2
48;517;2;1
651;518;1;8
171;518;3;7
23;518;10;6
17;518;1;5
131;518;2;4
84;518;3;3
97;518;2;2
139;1075;2;5
438;519;1;8
651;519;1;7
177;519;25;6
131;519;4;5
27;519;4;4
122;519;4;3
140;520;1;6
106;520;3;5
637;520;2;4
83;520;5;3
76;520;3;2
16;521;1;5
140;521;1;4
13;521;2;3
271;521;4;2
168;522;15;5
462;1076;1;6
177;522;25;4
18;522;5;3
123;522;2;2
103;522;3;1
269;523;3;3
180;523;33;2
140;1407;1;6
15;523;3;1
271;1407;3;5
110;524;2;5
181;524;33;4
132;524;4;3
2;524;3;2
55;524;2;1
177;525;33;5
76;525;6;4
118;525;2;3
103;525;3;2
33;525;2;1
448;526;1;6
16;526;1;5
140;526;1;4
76;526;2;3
49;942;2;1
76;527;4;3
96;527;2;2
146;533;1;5
136;527;2;1
17;528;1;4
76;318;3;1
76;528;6;3
84;528;4;2
111;528;2;1
171;529;20;5
84;529;2;4
76;529;6;3
125;529;2;2
67;529;2;1
17;530;1;3
76;530;5;2
136;530;3;1
12;531;2;6
150;531;1;5
2;531;2;4
132;531;4;3
39;531;4;2
108;531;2;1
23;532;25;8
17;532;1;7
39;532;4;6
43;532;2;5
67;1074;2;5
76;532;4;4
130;532;2;3
101;532;2;2
21;532;1;1
96;533;4;4
18;533;4;3
116;533;2;2
125;533;2;1
16;1051;1;8
140;1051;1;7
132;1051;2;6
76;1051;2;5
105;1051;2;4
658;535;1;7
154;535;1;6
275;535;3;5
218;535;2;4
76;535;4;3
96;535;3;2
133;535;2;1
136;536;2;8
23;536;15;7
17;536;1;6
139;536;2;5
76;536;3;4
15;1074;3;4
39;536;4;3
139;1074;2;3
235;536;2;2
21;536;1;1
134;537;2;4
17;537;1;3
132;537;5;2
33;877;2;1
121;537;2;1
171;538;25;5
35;556;2;1
39;538;4;4
1;1074;2;1
27;538;2;3
97;538;3;2
76;538;3;1
181;539;25;4
109;539;4;3
13;539;4;2
76;539;4;1
116;540;2;4
275;540;3;3
121;540;2;2
68;540;2;1
172;541;25;5
108;541;2;4
132;541;3;3
133;541;3;2
47;541;2;1
119;542;2;5
180;542;15;4
166;542;15;3
15;542;4;2
115;542;5;1
115;543;3;4
27;543;3;3
1;543;4;2
97;543;2;1
132;544;6;3
133;544;4;2
118;544;2;1
176;544;20;4
438;545;1;11
651;545;1;10
181;545;5;9
592;545;1;8
96;545;1;6
166;546;33;5
122;546;3;4
27;546;4;3
13;546;2;2
55;546;2;1
136;547;2;5
17;547;1;4
76;547;4;3
133;547;2;2
101;547;2;1
159;548;1;7
23;548;15;6
76;548;4;5
82;548;2;4
113;548;1;3
130;548;2;2
62;548;2;1
438;549;1;11
651;549;1;10
171;549;5;9
23;549;25;8
17;549;1;7
448;616;1;7
27;549;2;6
139;549;2;5
136;549;2;4
235;549;2;3
23;550;15;6
17;550;1;5
110;550;2;4
43;550;2;3
130;550;4;2
76;550;4;1
438;551;1;10
651;551;1;9
171;551;4;8
23;551;15;7
154;551;1;6
27;551;2;5
132;551;2;4
139;551;2;3
171;552;5;8
23;552;25;7
860;552;1;6
123;552;3;5
2;552;2;4
132;552;2;3
102;552;3;2
40;552;2;1
23;553;15;7
158;553;1;6
133;553;2;5
27;553;2;4
76;553;2;3
130;553;3;2
60;553;2;1
23;554;25;7
17;554;1;6
102;554;2;5
130;554;2;4
28;554;2;3
27;554;2;2
32;554;2;1
176;555;5;7
23;555;15;6
154;555;1;5
132;555;2;4
137;555;2;3
122;555;2;2
115;555;2;1
23;556;15;6
159;556;1;5
17;742;1;6
133;556;3;4
76;556;4;3
136;556;2;2
23;557;15;7
17;557;1;6
27;557;2;5
133;557;2;4
76;557;2;3
67;557;2;2
62;557;2;1
23;558;15;6
17;558;1;5
133;558;3;4
115;558;2;3
76;558;4;2
35;558;2;1
23;559;15;6
17;559;1;5
76;559;4;4
122;559;3;3
113;559;1;2
68;559;3;1
23;560;15;7
17;560;1;6
132;560;4;5
651;741;1;8
109;560;2;4
101;560;2;3
103;560;2;2
49;560;2;1
103;561;2;5
177;561;33;4
27;561;6;3
133;561;4;2
47;561;2;1
167;562;33;6
96;562;1;5
76;562;3;4
97;562;2;3
1;562;2;2
154;563;1;5
100;563;2;4
76;563;4;3
118;563;2;2
86;563;4;1
23;564;15;7
17;564;1;6
115;564;2;5
109;564;2;4
168;1146;15;4
130;564;2;3
133;564;4;2
32;564;2;1
171;565;3;8
17;565;1;7
2;565;2;6
132;565;3;5
108;565;1;4
133;565;2;3
275;565;4;2
64;565;2;1
134;566;2;7
23;566;15;6
17;566;1;5
110;566;2;4
38;566;2;3
76;566;2;2
102;566;2;1
171;567;20;6
167;567;10;5
133;567;4;4
102;567;2;3
1;567;4;2
55;567;2;1
158;568;1;6
133;568;3;5
84;568;3;4
139;568;2;3
33;568;2;2
110;568;2;1
33;569;2;5
131;569;4;4
130;569;2;3
275;569;3;2
96;570;2;4
76;570;4;3
109;570;4;2
55;570;2;1
180;571;20;5
118;571;2;4
27;1506;6;2
109;571;3;3
76;571;5;2
874;571;2;1
172;741;5;7
171;572;20;4
27;572;6;3
109;572;2;2
115;572;2;1
154;573;1;5
133;573;4;4
84;573;4;3
39;573;4;2
21;573;1;1
308;1074;20;6
154;574;1;6
105;506;5;1
76;574;4;5
122;574;4;4
76;575;2;4
412;870;3;2
102;575;2;3
109;575;2;2
467;575;2;1
150;576;1;7
15;576;2;6
133;576;2;5
84;576;3;4
137;576;2;3
2;576;2;2
44;576;2;1
181;577;15;7
166;577;15;6
27;577;4;5
1;577;3;4
97;577;3;3
101;577;2;2
43;577;2;1
82;578;2;4
83;578;4;3
97;578;2;2
38;578;2;1
459;579;25;4
269;579;5;3
106;579;4;2
67;579;2;1
167;580;20;6
97;580;2;5
137;580;2;4
132;580;2;3
27;580;4;2
40;580;2;1
275;581;3;4
76;581;6;3
116;581;2;2
571;581;2;1
181;582;20;7
167;582;10;6
139;582;2;5
133;582;4;4
96;582;2;3
76;582;4;2
32;582;2;1
878;583;1;4
106;583;4;3
13;583;4;2
225;583;5;1
134;584;2;7
76;584;8;6
27;584;4;5
133;584;8;4
97;584;2;3
132;584;2;2
235;584;2;1
134;585;1;8
84;585;8;7
27;585;8;6
76;585;8;5
136;585;2;4
130;585;3;3
122;585;3;2
53;585;2;1
76;586;5;4
82;586;2;3
122;586;3;2
36;586;2;1
43;587;3;1
98;587;3;11
177;587;10;10
103;587;3;9
84;587;5;8
2;587;2;7
82;587;4;6
166;587;10;5
76;587;3;4
18;587;3;3
132;587;3;2
156;588;1;4
76;588;5;3
82;588;5;2
125;588;2;1
438;916;1;8
177;589;33;5
76;589;4;4
82;589;4;3
13;589;3;2
55;589;2;1
878;590;1;5
39;590;4;4
27;590;6;3
108;590;3;2
62;590;2;1
159;591;1;5
130;591;3;4
122;591;3;3
27;591;3;2
62;591;2;1
171;592;10;7
172;592;15;6
132;592;3;5
101;592;2;4
102;592;2;3
133;592;3;2
35;592;2;1
134;593;2;5
448;1408;1;7
480;593;1;4
133;593;2;3
891;594;1;5
17;594;1;4
129;594;3;3
15;594;4;2
119;594;2;1
891;595;1;6
167;595;20;5
103;595;2;4
116;595;2;3
137;595;4;2
49;595;3;1
891;596;1;6
136;596;2;5
17;596;1;4
132;596;3;3
133;596;3;2
35;596;2;1
172;597;33;4
271;597;4;3
2;597;4;2
67;597;2;1
438;598;1;7
651;598;1;6
103;598;3;5
177;598;33;4
18;598;6;3
136;599;2;6
154;599;1;5
131;599;2;4
96;599;2;3
76;599;5;2
49;599;2;1
237;600;1;6
97;600;2;5
275;600;3;4
55;600;2;2
411;601;1;5
275;601;4;4
27;601;10;3
38;601;2;2
55;601;2;1
140;602;1;5
91;602;2;4
234;602;2;3
637;602;3;2
209;602;2;1
171;603;5;4
23;603;25;3
125;603;3;2
53;603;2;1
158;604;1;5
132;604;5;4
118;604;2;3
76;604;3;2
48;604;2;1
133;1143;3;4
131;1143;2;3
175;605;25;4
166;605;35;3
387;482;1;8
166;606;2;5
17;606;1;4
139;606;2;3
76;606;5;2
136;606;3;1
167;607;20;6
108;1074;2;7
102;607;2;5
97;607;2;4
76;607;5;3
39;607;4;2
55;607;2;1
175;608;10;6
178;608;20;5
18;608;5;4
97;608;2;3
118;608;2;2
35;608;2;1
154;609;1;5
133;609;4;4
137;609;4;3
118;609;2;2
53;609;2;1
23;610;25;4
118;610;4;3
2;610;2;2
68;610;2;1
131;611;2;4
646;611;4;3
84;611;4;2
62;611;2;1
411;612;1;5
76;612;3;4
133;612;3;3
571;612;2;2
